"","Site","Colour","Size","Type","loc","x","p"
"1547","X3B","Green",1.27,"Fibre","X","SG X3B","SG X"
"1548","X3B","Green",0.35,"Fibre","X","SG X3B","SG X"
"1549","X3B","Green",0.53,"Fibre","X","SG X3B","SG X"
"1550","X3B","Green",0.62,"Fibre","X","SG X3B","SG X"
"1551","X3B","Transparent",0.44,"Fibre","X","SG X3B","SG X"
"1552","X3B","Transparent",1.37,"Fibre","X","SG X3B","SG X"
"1553","X3B","Transparent",0.55,"Fibre","X","SG X3B","SG X"
"1554","X3B","Transparent",0.95,"Fibre","X","SG X3B","SG X"
"1555","X3B","Blue",0.01,"Fibre","X","SG X3B","SG X"
"1556","X3B","Blue",1.13,"Fibre","X","SG X3B","SG X"
"1557","X3B","Blue",0.86,"Fibre","X","SG X3B","SG X"
"1558","X3B","Blue",0.43,"Fibre","X","SG X3B","SG X"
"1559","X3B","Blue",0.3,"Fibre","X","SG X3B","SG X"
"1560","X3B","Blue",2.83,"Fibre","X","SG X3B","SG X"
"1561","X3B","Blue",0.19,"Fibre","X","SG X3B","SG X"
"1562","X3B","Blue",0.41,"Fibre","X","SG X3B","SG X"
"1563","X3B","Blue",0.19,"Fibre","X","SG X3B","SG X"
"1564","X3B","Blue",1.5,"Fibre","X","SG X3B","SG X"
"1565","X3B","Blue",0.13,"Fibre","X","SG X3B","SG X"
"1566","X3B","Other",0.09,"Fibre","X","SG X3B","SG X"
"1567","X3B","Other",2.28,"Fibre","X","SG X3B","SG X"
"1568","X3B","Other",0.05,"Fibre","X","SG X3B","SG X"
"1569","X3B","Other",0.27,"Fibre","X","SG X3B","SG X"
"1570","X3B","Red",0.16,"Fibre","X","SG X3B","SG X"
"1571","X3B","Red",0.69,"Fibre","X","SG X3B","SG X"
"1572","X3B","Other",6.39,"Fibre","X","SG X3B","SG X"
"1573","X3B","Other",0.48,"Fibre","X","SG X3B","SG X"
"1574","X3B","Other",0.04,"Fibre","X","SG X3B","SG X"
"1575","X3B","Other",4.51,"Fibre","X","SG X3B","SG X"
"1576","X3B","Other",2,"Fibre","X","SG X3B","SG X"
