"","Site","Colour","Size","Type","loc","x","p"
"418","D2B","Green",1.33,"Fibre","D","SG D2B","SG D"
"419","D2B","Green",0.13,"Fibre","D","SG D2B","SG D"
"420","D2B","Green",0.21,"Fibre","D","SG D2B","SG D"
"421","D2B","Red",0.56,"Fibre","D","SG D2B","SG D"
"422","D2B","Other",1.27,"Fibre","D","SG D2B","SG D"
"423","D2B","Black",0.11,"Fragment","D","SG D2B","SG D"
"424","D2B","Black",0.05,"Fragment","D","SG D2B","SG D"
"425","D2B","Red",0.3,"Fragment","D","SG D2B","SG D"
"426","D2B","Other",0.24,"Fragment","D","SG D2B","SG D"
"427","D3A","Black",0.3,"Fibre","D","SG D3A","SG D"
"428","D3A","Black",1.03,"Fibre","D","SG D3A","SG D"
"429","D3A","Black",1.96,"Fibre","D","SG D3A","SG D"
"430","D3A","Black",0.31,"Fibre","D","SG D3A","SG D"
"431","D3A","Black",0.29,"Fibre","D","SG D3A","SG D"
"432","D3A","Black",0.62,"Fibre","D","SG D3A","SG D"
"433","D3A","Black",0.51,"Fibre","D","SG D3A","SG D"
"434","D3A","Black",1.25,"Fibre","D","SG D3A","SG D"
"435","D3A","Black",0.23,"Fibre","D","SG D3A","SG D"
"436","D3A","Black",1,"Fibre","D","SG D3A","SG D"
"437","D3A","Black",2.24,"Fibre","D","SG D3A","SG D"
"438","D3A","Black",0.57,"Fibre","D","SG D3A","SG D"
"439","D3A","Black",0.64,"Fibre","D","SG D3A","SG D"
"440","D3A","Black",6.12,"Fibre","D","SG D3A","SG D"
"441","D3A","Black",0.88,"Fibre","D","SG D3A","SG D"
"442","D3A","Black",0.51,"Fibre","D","SG D3A","SG D"
"443","D3A","Black",0.14,"Fibre","D","SG D3A","SG D"
"444","D3A","Transparent",1.02,"Fibre","D","SG D3A","SG D"
"445","D3A","Transparent",0.68,"Fibre","D","SG D3A","SG D"
"446","D3A","Transparent",1.59,"Fibre","D","SG D3A","SG D"
"447","D3A","Transparent",2.41,"Fibre","D","SG D3A","SG D"
"448","D3A","Transparent",1.55,"Fibre","D","SG D3A","SG D"
"449","D3A","Transparent",0.95,"Fibre","D","SG D3A","SG D"
"450","D3A","Blue",0.19,"Fibre","D","SG D3A","SG D"
"451","D3A","Blue",0.32,"Fibre","D","SG D3A","SG D"
"452","D3A","Blue",0.08,"Fibre","D","SG D3A","SG D"
"453","D3A","Blue",0.15,"Fibre","D","SG D3A","SG D"
"454","D3A","Blue",1.19,"Fibre","D","SG D3A","SG D"
"455","D3A","Blue",3.49,"Fibre","D","SG D3A","SG D"
"456","D3A","Blue",0.49,"Fibre","D","SG D3A","SG D"
"457","D3A","Blue",2.56,"Fibre","D","SG D3A","SG D"
"458","D3A","Blue",1.05,"Fibre","D","SG D3A","SG D"
"459","D3A","Blue",2.03,"Fibre","D","SG D3A","SG D"
"460","D3A","Blue",11.62,"Fibre","D","SG D3A","SG D"
"461","D3A","Blue",0.55,"Fibre","D","SG D3A","SG D"
"462","D3A","Blue",0.09,"Fibre","D","SG D3A","SG D"
"463","D3A","Blue",1.36,"Fibre","D","SG D3A","SG D"
"464","D3A","Blue",2.03,"Fibre","D","SG D3A","SG D"
"465","D3A","Red",1.62,"Fibre","D","SG D3A","SG D"
"466","D3A","Red",2.73,"Fibre","D","SG D3A","SG D"
"467","D3A","Green",4.16,"Fibre","D","SG D3A","SG D"
"468","D3A","Green",1.01,"Fibre","D","SG D3A","SG D"
"469","D3A","Green",0.25,"Fibre","D","SG D3A","SG D"
"470","D3A","Other",1.58,"Fibre","D","SG D3A","SG D"
"471","D3A","Other",3.28,"Fibre","D","SG D3A","SG D"
"472","D3A","Other",1.07,"Fibre","D","SG D3A","SG D"
"473","D3A","Green",0.18,"Fragment","D","SG D3A","SG D"
"474","D3B","Blue",1.56,"Fibre","D","SG D3B","SG D"
"475","D3B","Blue",0.2,"Fibre","D","SG D3B","SG D"
"476","D3B","Blue",1.25,"Fibre","D","SG D3B","SG D"
"477","D3B","Black",0.25,"Fibre","D","SG D3B","SG D"
"478","D3B","Black",0.15,"Fibre","D","SG D3B","SG D"
"479","D3B","Black",1.39,"Fibre","D","SG D3B","SG D"
"480","D3B","Black",0.22,"Fibre","D","SG D3B","SG D"
"481","D3B","Black",0.53,"Fibre","D","SG D3B","SG D"
"482","D3B","Black",0.22,"Fibre","D","SG D3B","SG D"
"483","D3B","Black",0.56,"Fibre","D","SG D3B","SG D"
"484","D3B","Black",0.66,"Fibre","D","SG D3B","SG D"
"485","D3B","Black",0.13,"Fibre","D","SG D3B","SG D"
"486","D3B","Black",1.25,"Fibre","D","SG D3B","SG D"
"487","D3B","Black",0.31,"Fibre","D","SG D3B","SG D"
"488","D3B","Other",0.14,"Fibre","D","SG D3B","SG D"
"489","D3B","Other",0.15,"Fibre","D","SG D3B","SG D"
"490","D3B","Green",0.19,"Fibre","D","SG D3B","SG D"
"491","D3B","Transparent",0.87,"Fibre","D","SG D3B","SG D"
"492","D3B","Transparent",2.28,"Fibre","D","SG D3B","SG D"
"493","D3B","Transparent",1.5,"Fibre","D","SG D3B","SG D"
"494","D3B","Red",0.04,"Fragment","D","SG D3B","SG D"
"495","D3B","Other",0.16,"Fragment","D","SG D3B","SG D"
"496","D3B","Green",0.35,"Foam","D","SG D3B","SG D"
"497","P1A","Transparent",0.3,"Fibre","P","SG P1A","SG P"
"498","P1A","Transparent",0.89,"Fibre","P","SG P1A","SG P"
"499","P1A","Transparent",1.5,"Fibre","P","SG P1A","SG P"
"500","P1A","Transparent",0.99,"Fibre","P","SG P1A","SG P"
"501","P1A","Transparent",2.67,"Fibre","P","SG P1A","SG P"
"502","P1A","Transparent",0.54,"Fibre","P","SG P1A","SG P"
"503","P1A","Transparent",3.15,"Fibre","P","SG P1A","SG P"
"504","P1A","Transparent",0.61,"Fibre","P","SG P1A","SG P"
"505","P1A","Transparent",0.74,"Fibre","P","SG P1A","SG P"
"506","P1A","Transparent",1.3,"Fibre","P","SG P1A","SG P"
"507","P1A","Transparent",0.61,"Fibre","P","SG P1A","SG P"
"508","P1A","Transparent",0.97,"Fibre","P","SG P1A","SG P"
"509","P1A","Transparent",1.58,"Fibre","P","SG P1A","SG P"
"510","P1A","Transparent",0.92,"Fibre","P","SG P1A","SG P"
"511","P1A","Transparent",0.78,"Fibre","P","SG P1A","SG P"
"512","P1A","Transparent",0.78,"Fibre","P","SG P1A","SG P"
"513","P1A","Red",0.22,"Fibre","P","SG P1A","SG P"
"514","P1A","Red",0.26,"Fibre","P","SG P1A","SG P"
"515","P1A","Red",0.51,"Fibre","P","SG P1A","SG P"
"516","P1A","Red",0.54,"Fibre","P","SG P1A","SG P"
"517","P1A","Red",0.54,"Fibre","P","SG P1A","SG P"
"518","P1A","Red",0.62,"Fibre","P","SG P1A","SG P"
"519","P1A","Green",0.33,"Fibre","P","SG P1A","SG P"
"520","P1A","Green",0.06,"Fibre","P","SG P1A","SG P"
"521","P1A","Green",0.65,"Fibre","P","SG P1A","SG P"
"522","P1A","Green",1.72,"Fibre","P","SG P1A","SG P"
"523","P1A","Green",0.95,"Fibre","P","SG P1A","SG P"
"524","P1A","Green",0.35,"Fibre","P","SG P1A","SG P"
"525","P1A","Green",0.27,"Fibre","P","SG P1A","SG P"
"526","P1A","Green",2.08,"Fibre","P","SG P1A","SG P"
"527","P1A","Green",2.34,"Fibre","P","SG P1A","SG P"
"528","P1A","Green",1.43,"Fibre","P","SG P1A","SG P"
"529","P1A","Green",0.15,"Fibre","P","SG P1A","SG P"
"530","P1A","Green",1.98,"Fibre","P","SG P1A","SG P"
"531","P1A","Green",1,"Fibre","P","SG P1A","SG P"
"532","P1A","Green",0.55,"Fibre","P","SG P1A","SG P"
"533","P1A","Blue",2.42,"Fibre","P","SG P1A","SG P"
"534","P1A","Blue",0.69,"Fibre","P","SG P1A","SG P"
"535","P1A","Blue",0.22,"Fibre","P","SG P1A","SG P"
"536","P1A","Blue",0.24,"Fibre","P","SG P1A","SG P"
"537","P1A","Blue",0.15,"Fibre","P","SG P1A","SG P"
"538","P1A","Blue",0.34,"Fibre","P","SG P1A","SG P"
"539","P1A","Blue",1.22,"Fibre","P","SG P1A","SG P"
"540","P1A","Blue",0.26,"Fibre","P","SG P1A","SG P"
"541","P1A","Blue",2.01,"Fibre","P","SG P1A","SG P"
"542","P1A","Blue",0.26,"Fibre","P","SG P1A","SG P"
"543","P1A","Blue",0.24,"Fibre","P","SG P1A","SG P"
"544","P1A","Blue",1.04,"Fibre","P","SG P1A","SG P"
"545","P1A","Blue",1.19,"Fibre","P","SG P1A","SG P"
"546","P1A","Blue",0.64,"Fibre","P","SG P1A","SG P"
"547","P1A","Blue",1.48,"Fibre","P","SG P1A","SG P"
"548","P1A","Blue",4.94,"Fibre","P","SG P1A","SG P"
"549","P1A","Blue",4.28,"Fibre","P","SG P1A","SG P"
"550","P1A","Blue",0.42,"Fibre","P","SG P1A","SG P"
"551","P1A","Blue",1.17,"Fibre","P","SG P1A","SG P"
"552","P1A","Blue",0.62,"Fibre","P","SG P1A","SG P"
"553","P1A","Blue",0.19,"Fibre","P","SG P1A","SG P"
"554","P1A","Blue",0.15,"Fibre","P","SG P1A","SG P"
"555","P1A","Blue",0.27,"Fibre","P","SG P1A","SG P"
"556","P1A","Blue",0.3,"Fibre","P","SG P1A","SG P"
"557","P1A","Black",1.84,"Fibre","P","SG P1A","SG P"
"558","P1A","Black",2.71,"Fibre","P","SG P1A","SG P"
"559","P1A","Black",1.41,"Fibre","P","SG P1A","SG P"
"560","P1A","Black",0.29,"Fibre","P","SG P1A","SG P"
"561","P1A","Black",0.78,"Fibre","P","SG P1A","SG P"
"562","P1A","Black",0.16,"Fibre","P","SG P1A","SG P"
"563","P1A","Black",0.68,"Fibre","P","SG P1A","SG P"
"564","P1A","Black",1.16,"Fibre","P","SG P1A","SG P"
"565","P1A","Black",0.73,"Fibre","P","SG P1A","SG P"
"566","P1A","Black",0.45,"Fibre","P","SG P1A","SG P"
"567","P1A","Black",1.14,"Fibre","P","SG P1A","SG P"
"568","P1A","Black",0.77,"Fibre","P","SG P1A","SG P"
"569","P1A","Black",0.53,"Fibre","P","SG P1A","SG P"
"570","P1A","Black",0.21,"Fibre","P","SG P1A","SG P"
"571","P1A","Black",0.16,"Fibre","P","SG P1A","SG P"
"572","P1A","Black",0.08,"Fibre","P","SG P1A","SG P"
"573","P1A","Other",0.15,"Fibre","P","SG P1A","SG P"
"574","P1A","Other",0.17,"Fibre","P","SG P1A","SG P"
"575","P1A","Blue",0.05,"Fragment","P","SG P1A","SG P"
"576","P1A","Blue",0.05,"Fragment","P","SG P1A","SG P"
"577","P1A","Blue",0.04,"Fragment","P","SG P1A","SG P"
"578","P1A","Black",0.18,"Fragment","P","SG P1A","SG P"
"579","P1A","Green",0.03,"Fragment","P","SG P1A","SG P"
"580","P1A","Green",0.03,"Fragment","P","SG P1A","SG P"
"581","P1B","Black",0.34,"Fibre","P","SG P1B","SG P"
"582","P1B","Black",0.69,"Fibre","P","SG P1B","SG P"
"583","P1B","Black",1.76,"Fibre","P","SG P1B","SG P"
"584","P1B","Black",0.3,"Fibre","P","SG P1B","SG P"
"585","P1B","Black",1.19,"Fibre","P","SG P1B","SG P"
"586","P1B","Black",0.51,"Fibre","P","SG P1B","SG P"
"587","P1B","Black",0.46,"Fibre","P","SG P1B","SG P"
"588","P1B","Black",0.08,"Fibre","P","SG P1B","SG P"
"589","P1B","Red",0.95,"Fibre","P","SG P1B","SG P"
"590","P1B","Blue",1.97,"Fibre","P","SG P1B","SG P"
"591","P1B","Blue",0.15,"Fibre","P","SG P1B","SG P"
"592","P1B","Blue",0.26,"Fibre","P","SG P1B","SG P"
"593","P1B","Blue",2.18,"Fibre","P","SG P1B","SG P"
"594","P1B","Blue",1.38,"Fibre","P","SG P1B","SG P"
"595","P1B","Blue",1.28,"Fibre","P","SG P1B","SG P"
"596","P1B","Blue",0.48,"Fibre","P","SG P1B","SG P"
"597","P1B","Blue",1.48,"Fibre","P","SG P1B","SG P"
"598","P1B","Blue",0.56,"Fibre","P","SG P1B","SG P"
"599","P1B","Blue",0.63,"Fibre","P","SG P1B","SG P"
"600","P1B","Blue",1.2,"Fibre","P","SG P1B","SG P"
"601","P1B","Blue",1.28,"Fibre","P","SG P1B","SG P"
"602","P1B","Blue",1.97,"Fibre","P","SG P1B","SG P"
"603","P1B","Blue",0.27,"Fibre","P","SG P1B","SG P"
"604","P1B","Blue",0.51,"Fibre","P","SG P1B","SG P"
"605","P1B","Blue",2.24,"Fibre","P","SG P1B","SG P"
"606","P1B","Blue",8.22,"Fibre","P","SG P1B","SG P"
"607","P1B","Blue",0.87,"Fibre","P","SG P1B","SG P"
"608","P1B","Blue",4.9,"Fibre","P","SG P1B","SG P"
"609","P1B","Blue",2.13,"Fibre","P","SG P1B","SG P"
"610","P1B","Blue",2.16,"Fibre","P","SG P1B","SG P"
"611","P1B","Blue",0.47,"Fibre","P","SG P1B","SG P"
"612","P1B","Green",1.81,"Fibre","P","SG P1B","SG P"
"613","P1B","Green",1.82,"Fibre","P","SG P1B","SG P"
"614","P1B","Green",1.18,"Fibre","P","SG P1B","SG P"
"615","P1B","Green",0.31,"Fibre","P","SG P1B","SG P"
"616","P1B","Green",1.68,"Fibre","P","SG P1B","SG P"
"617","P1B","Green",1.56,"Fibre","P","SG P1B","SG P"
"618","P1B","Green",0.18,"Fibre","P","SG P1B","SG P"
"619","P1B","Green",0.9,"Fibre","P","SG P1B","SG P"
"620","P1B","Green",0.87,"Fibre","P","SG P1B","SG P"
"621","P1B","Green",0.76,"Fibre","P","SG P1B","SG P"
"622","P1B","Green",0.51,"Fibre","P","SG P1B","SG P"
"623","P1B","Green",1.36,"Fibre","P","SG P1B","SG P"
"624","P1B","Green",0.35,"Fibre","P","SG P1B","SG P"
"625","P1B","Green",0.2,"Fibre","P","SG P1B","SG P"
"626","P1B","Green",0.27,"Fibre","P","SG P1B","SG P"
"627","P1B","Green",0.89,"Fibre","P","SG P1B","SG P"
"628","P1B","Green",2.21,"Fibre","P","SG P1B","SG P"
"629","P1B","Green",0.6,"Fibre","P","SG P1B","SG P"
"630","P1B","Green",0.36,"Fibre","P","SG P1B","SG P"
"631","P1B","Transparent",2.64,"Fibre","P","SG P1B","SG P"
"632","P1B","Transparent",1,"Fibre","P","SG P1B","SG P"
"633","P1B","Transparent",0.96,"Fibre","P","SG P1B","SG P"
"634","P1B","Transparent",0.64,"Fibre","P","SG P1B","SG P"
"635","P1B","Transparent",1.72,"Fibre","P","SG P1B","SG P"
"636","P1B","Transparent",1.47,"Fibre","P","SG P1B","SG P"
"637","P1B","Transparent",1.26,"Fibre","P","SG P1B","SG P"
"638","P1B","Transparent",0.7,"Fibre","P","SG P1B","SG P"
"639","P1B","Transparent",0.67,"Fibre","P","SG P1B","SG P"
"640","P1B","Transparent",0.76,"Fibre","P","SG P1B","SG P"
"641","P1B","Transparent",0.45,"Fibre","P","SG P1B","SG P"
"642","P1B","Transparent",1.53,"Fibre","P","SG P1B","SG P"
"643","P1B","Transparent",0.83,"Fibre","P","SG P1B","SG P"
"644","P1B","Transparent",0.49,"Fibre","P","SG P1B","SG P"
"645","P1B","Transparent",1.69,"Fibre","P","SG P1B","SG P"
"646","P1B","Transparent",1.18,"Fibre","P","SG P1B","SG P"
"647","P1B","Transparent",1.03,"Fibre","P","SG P1B","SG P"
"648","P1B","Transparent",2.08,"Fibre","P","SG P1B","SG P"
"649","P1B","Transparent",0.5,"Fibre","P","SG P1B","SG P"
"650","P1B","Transparent",1.75,"Fibre","P","SG P1B","SG P"
"651","P1B","Transparent",1.76,"Fibre","P","SG P1B","SG P"
"652","P1B","Blue",0.02,"Fragment","P","SG P1B","SG P"
"653","P1B","Blue",0.04,"Fragment","P","SG P1B","SG P"
"654","P1B","Black",0.05,"Fragment","P","SG P1B","SG P"
"655","P2A","Green",0.15,"Fibre","P","SG P2A","SG P"
"656","P2A","Green",0.3,"Fibre","P","SG P2A","SG P"
"657","P2A","Green",0.52,"Fibre","P","SG P2A","SG P"
"658","P2A","Green",0.51,"Fibre","P","SG P2A","SG P"
"659","P2A","Green",1.07,"Fibre","P","SG P2A","SG P"
"660","P2A","Green",0.58,"Fibre","P","SG P2A","SG P"
"661","P2A","Green",1.75,"Fibre","P","SG P2A","SG P"
"662","P2A","Green",0.8,"Fibre","P","SG P2A","SG P"
"663","P2A","Blue",1.64,"Fibre","P","SG P2A","SG P"
"664","P2A","Blue",1.93,"Fibre","P","SG P2A","SG P"
"665","P2A","Blue",0.8,"Fibre","P","SG P2A","SG P"
"666","P2A","Blue",4.82,"Fibre","P","SG P2A","SG P"
"667","P2A","Blue",0.29,"Fibre","P","SG P2A","SG P"
"668","P2A","Blue",2.79,"Fibre","P","SG P2A","SG P"
"669","P2A","Blue",1.27,"Fibre","P","SG P2A","SG P"
"670","P2A","Blue",8.74,"Fibre","P","SG P2A","SG P"
"671","P2A","Blue",0.3,"Fibre","P","SG P2A","SG P"
"672","P2A","Blue",0.19,"Fibre","P","SG P2A","SG P"
"673","P2A","Blue",1.4,"Fibre","P","SG P2A","SG P"
"674","P2A","Blue",2.27,"Fibre","P","SG P2A","SG P"
"675","P2A","Blue",1.53,"Fibre","P","SG P2A","SG P"
"676","P2A","Blue",0.23,"Fibre","P","SG P2A","SG P"
"677","P2A","Blue",1.24,"Fibre","P","SG P2A","SG P"
"678","P2A","Black",3.05,"Fibre","P","SG P2A","SG P"
"679","P2A","Black",0.68,"Fibre","P","SG P2A","SG P"
"680","P2A","Black",1.25,"Fibre","P","SG P2A","SG P"
"681","P2A","Black",0.48,"Fibre","P","SG P2A","SG P"
"682","P2A","Black",0.31,"Fibre","P","SG P2A","SG P"
"683","P2A","Black",1.2,"Fibre","P","SG P2A","SG P"
"684","P2A","Black",1.31,"Fibre","P","SG P2A","SG P"
"685","P2A","Black",3.17,"Fibre","P","SG P2A","SG P"
"686","P2A","Black",0.23,"Fibre","P","SG P2A","SG P"
"687","P2A","Transparent",1.38,"Fibre","P","SG P2A","SG P"
"688","P2A","Transparent",1.35,"Fibre","P","SG P2A","SG P"
"689","P2A","Transparent",1.67,"Fibre","P","SG P2A","SG P"
"690","P2A","Transparent",1.19,"Fibre","P","SG P2A","SG P"
"691","P2A","Transparent",1.85,"Fibre","P","SG P2A","SG P"
"692","P2A","Transparent",1.46,"Fibre","P","SG P2A","SG P"
"693","P2A","Red",0.68,"Fibre","P","SG P2A","SG P"
"694","P2A","Red",1,"Fibre","P","SG P2A","SG P"
"695","P2A","Black",0.29,"Fragment","P","SG P2A","SG P"
"696","P2A","Black",0.16,"Fragment","P","SG P2A","SG P"
"697","P2A","Black",0.27,"Fragment","P","SG P2A","SG P"
"698","P2A","Black",0.15,"Fragment","P","SG P2A","SG P"
"699","P2B","Transparent",0.8,"Fibre","P","SG P2B","SG P"
"700","P2B","Transparent",1.42,"Fibre","P","SG P2B","SG P"
"701","P2B","Transparent",1.42,"Fibre","P","SG P2B","SG P"
"702","P2B","Transparent",0.3,"Fibre","P","SG P2B","SG P"
"703","P2B","Transparent",0.56,"Fibre","P","SG P2B","SG P"
"704","P2B","Transparent",1.44,"Fibre","P","SG P2B","SG P"
"705","P2B","Transparent",1.24,"Fibre","P","SG P2B","SG P"
"706","P2B","Transparent",0.42,"Fibre","P","SG P2B","SG P"
"707","P2B","Transparent",0.74,"Fibre","P","SG P2B","SG P"
"708","P2B","Transparent",1.53,"Fibre","P","SG P2B","SG P"
"709","P2B","Transparent",1.03,"Fibre","P","SG P2B","SG P"
"710","P2B","Transparent",1.89,"Fibre","P","SG P2B","SG P"
"711","P2B","Blue",0.19,"Fibre","P","SG P2B","SG P"
"712","P2B","Blue",0.14,"Fibre","P","SG P2B","SG P"
"713","P2B","Blue",0.38,"Fibre","P","SG P2B","SG P"
"714","P2B","Blue",0.03,"Fibre","P","SG P2B","SG P"
"715","P2B","Blue",1.6,"Fibre","P","SG P2B","SG P"
"716","P2B","Blue",0.07,"Fibre","P","SG P2B","SG P"
"717","P2B","Blue",0.25,"Fibre","P","SG P2B","SG P"
"718","P2B","Blue",0.18,"Fibre","P","SG P2B","SG P"
"719","P2B","Blue",0.08,"Fibre","P","SG P2B","SG P"
"720","P2B","Blue",0.46,"Fibre","P","SG P2B","SG P"
"721","P2B","Blue",0.2,"Fibre","P","SG P2B","SG P"
"722","P2B","Blue",0.21,"Fibre","P","SG P2B","SG P"
"723","P2B","Blue",0.16,"Fibre","P","SG P2B","SG P"
"724","P2B","Blue",0.46,"Fibre","P","SG P2B","SG P"
"725","P2B","Blue",0.27,"Fibre","P","SG P2B","SG P"
"726","P2B","Blue",0.36,"Fibre","P","SG P2B","SG P"
"727","P2B","Blue",0.36,"Fibre","P","SG P2B","SG P"
"728","P2B","Blue",1.56,"Fibre","P","SG P2B","SG P"
"729","P2B","Blue",0.05,"Fibre","P","SG P2B","SG P"
"730","P2B","Blue",0.13,"Fibre","P","SG P2B","SG P"
"731","P2B","Blue",0.15,"Fibre","P","SG P2B","SG P"
"732","P2B","Blue",0.29,"Fibre","P","SG P2B","SG P"
"733","P2B","Blue",1.66,"Fibre","P","SG P2B","SG P"
"734","P2B","Blue",1.29,"Fibre","P","SG P2B","SG P"
"735","P2B","Black",3.47,"Fibre","P","SG P2B","SG P"
"736","P2B","Black",0.49,"Fibre","P","SG P2B","SG P"
"737","P2B","Black",0.11,"Fibre","P","SG P2B","SG P"
"738","P2B","Black",0.15,"Fibre","P","SG P2B","SG P"
"739","P2B","Black",1.2,"Fibre","P","SG P2B","SG P"
"740","P2B","Black",0.98,"Fibre","P","SG P2B","SG P"
"741","P2B","Black",0.11,"Fibre","P","SG P2B","SG P"
"742","P2B","Black",0.59,"Fibre","P","SG P2B","SG P"
"743","P2B","Black",0.18,"Fibre","P","SG P2B","SG P"
"744","P2B","Black",1.14,"Fibre","P","SG P2B","SG P"
"745","P2B","Black",0.68,"Fibre","P","SG P2B","SG P"
"746","P2B","Black",0.99,"Fibre","P","SG P2B","SG P"
"747","P2B","Black",0.36,"Fibre","P","SG P2B","SG P"
"748","P2B","Black",0.14,"Fibre","P","SG P2B","SG P"
"749","P2B","Black",0.06,"Fibre","P","SG P2B","SG P"
"750","P2B","Black",0.09,"Fibre","P","SG P2B","SG P"
"751","P2B","Black",0.22,"Fibre","P","SG P2B","SG P"
"752","P2B","Black",0.86,"Fibre","P","SG P2B","SG P"
"753","P2B","Black",0.17,"Fibre","P","SG P2B","SG P"
"754","P2B","Black",0.27,"Fibre","P","SG P2B","SG P"
"755","P2B","Black",0.32,"Fibre","P","SG P2B","SG P"
"756","P2B","Black",0.35,"Fibre","P","SG P2B","SG P"
"757","P2B","Black",0.55,"Fibre","P","SG P2B","SG P"
"758","P2B","Black",0.16,"Fibre","P","SG P2B","SG P"
"759","P2B","Black",0.46,"Fibre","P","SG P2B","SG P"
"760","P2B","Black",0.14,"Fibre","P","SG P2B","SG P"
"761","P2B","Black",0.35,"Fibre","P","SG P2B","SG P"
"762","P2B","Black",0.19,"Fibre","P","SG P2B","SG P"
"763","P2B","Black",0.23,"Fibre","P","SG P2B","SG P"
"764","P2B","Black",0.82,"Fibre","P","SG P2B","SG P"
"765","P2B","Black",0.2,"Fibre","P","SG P2B","SG P"
"766","P2B","Black",0.15,"Fibre","P","SG P2B","SG P"
"767","P2B","Black",0.11,"Fibre","P","SG P2B","SG P"
"768","P2B","Black",0.38,"Fibre","P","SG P2B","SG P"
"769","P2B","Black",0.16,"Fibre","P","SG P2B","SG P"
"770","P2B","Black",0.07,"Fibre","P","SG P2B","SG P"
"771","P2B","Black",0.31,"Fibre","P","SG P2B","SG P"
"772","P2B","Black",1.33,"Fibre","P","SG P2B","SG P"
"773","P2B","Green",0.69,"Fibre","P","SG P2B","SG P"
"774","P2B","Green",0.08,"Fibre","P","SG P2B","SG P"
"775","P2B","Green",2.67,"Fibre","P","SG P2B","SG P"
"776","P2B","Green",0.56,"Fibre","P","SG P2B","SG P"
"777","P2B","Green",0.19,"Fibre","P","SG P2B","SG P"
"778","P2B","Green",0.41,"Fibre","P","SG P2B","SG P"
"779","P2B","Green",0.92,"Fibre","P","SG P2B","SG P"
"780","P2B","Red",0.51,"Fibre","P","SG P2B","SG P"
"781","P2B","Other",0.7,"Fibre","P","SG P2B","SG P"
"782","P2B","Blue",0.04,"Fragment","P","SG P2B","SG P"
"783","P2B","Blue",0.03,"Fragment","P","SG P2B","SG P"
"784","P2B","Blue",0.02,"Fragment","P","SG P2B","SG P"
"785","P2B","Blue",0.02,"Fragment","P","SG P2B","SG P"
"786","P2B","Black",0.15,"Fragment","P","SG P2B","SG P"
"787","P2B","Black",0.09,"Fragment","P","SG P2B","SG P"
"788","P3A","Blue",2.04,"Fibre","P","SG P3A","SG P"
"789","P3A","Blue",2.7,"Fibre","P","SG P3A","SG P"
"790","P3A","Blue",0.51,"Fibre","P","SG P3A","SG P"
"791","P3A","Blue",0.8,"Fibre","P","SG P3A","SG P"
"792","P3A","Blue",1.29,"Fibre","P","SG P3A","SG P"
"793","P3A","Blue",2.64,"Fibre","P","SG P3A","SG P"
"794","P3A","Blue",0.63,"Fibre","P","SG P3A","SG P"
"795","P3A","Blue",2.55,"Fibre","P","SG P3A","SG P"
"796","P3A","Black",4.45,"Fibre","P","SG P3A","SG P"
"797","P3A","Black",2.22,"Fibre","P","SG P3A","SG P"
"798","P3A","Black",1.14,"Fibre","P","SG P3A","SG P"
"799","P3A","Black",1.51,"Fibre","P","SG P3A","SG P"
"800","P3A","Black",1.34,"Fibre","P","SG P3A","SG P"
"801","P3A","Black",1.91,"Fibre","P","SG P3A","SG P"
"802","P3A","Black",3.43,"Fibre","P","SG P3A","SG P"
"803","P3A","Black",0.07,"Fibre","P","SG P3A","SG P"
"804","P3A","Black",9.79,"Fibre","P","SG P3A","SG P"
"805","P3A","Black",1.23,"Fibre","P","SG P3A","SG P"
"806","P3A","Black",0.13,"Fibre","P","SG P3A","SG P"
"807","P3A","Black",0.22,"Fibre","P","SG P3A","SG P"
"808","P3A","Black",0.6,"Fibre","P","SG P3A","SG P"
"809","P3A","Black",0.94,"Fibre","P","SG P3A","SG P"
"810","P3A","Black",0.4,"Fibre","P","SG P3A","SG P"
"811","P3A","Black",1.84,"Fibre","P","SG P3A","SG P"
"812","P3A","Green",1.33,"Fibre","P","SG P3A","SG P"
"813","P3A","Green",2.1,"Fibre","P","SG P3A","SG P"
"814","P3A","Green",1.06,"Fibre","P","SG P3A","SG P"
"815","P3A","Green",0.12,"Fibre","P","SG P3A","SG P"
"816","P3A","Green",0.04,"Fibre","P","SG P3A","SG P"
"817","P3A","Green",0.21,"Fibre","P","SG P3A","SG P"
"818","P3B","Blue",1.64,"Fibre","P","SG P3B","SG P"
"819","P3B","Blue",0.88,"Fibre","P","SG P3B","SG P"
"820","P3B","Blue",0.19,"Fibre","P","SG P3B","SG P"
"821","P3B","Blue",1.55,"Fibre","P","SG P3B","SG P"
"822","P3B","Blue",0.42,"Fibre","P","SG P3B","SG P"
"823","P3B","Blue",1.61,"Fibre","P","SG P3B","SG P"
"824","P3B","Blue",0.64,"Fibre","P","SG P3B","SG P"
"825","P3B","Blue",0.09,"Fibre","P","SG P3B","SG P"
"826","P3B","Blue",2.49,"Fibre","P","SG P3B","SG P"
"827","P3B","Blue",0.26,"Fibre","P","SG P3B","SG P"
"828","P3B","Blue",0.89,"Fibre","P","SG P3B","SG P"
"829","P3B","Blue",0.15,"Fibre","P","SG P3B","SG P"
"830","P3B","Blue",2.03,"Fibre","P","SG P3B","SG P"
"831","P3B","Blue",0.16,"Fibre","P","SG P3B","SG P"
"832","P3B","Blue",3.23,"Fibre","P","SG P3B","SG P"
